concept,concept_type,name_short,name,name_catalog,description,tags,unit,domain,indicator_url
foradl_lop_mobel_smyck,measure,Förädlingsvärde,Förädlingsvärde (Möbeltillverkning: tillverkning av smycken samt musikinstrument och leksaker: reparation och installation av maskiner och utrustning (euro (Löpande priser))),Möbeltillverkning: tillverkning av smycken samt musikinstrument och leksaker: reparation och installation av maskiner och utrustning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_ovr_mobel,measure,Förädlingsvärde,Förädlingsvärde (Möbeltillverkning: övrig tillverkning (euro (Löpande priser))),Möbeltillverkning: övrig tillverkning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_maskin_rep,measure,Förädlingsvärde,Förädlingsvärde (Reparation och installation av maskiner och utrustning (euro (Löpande priser))),Reparation och installation av maskiner och utrustning ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_el_kond,measure,Förädlingsvärde,Förädlingsvärde (El- gas- ång- och luftkonditionering  (euro (Löpande priser))),El- gas- ång- och luftkonditionering  ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_vatten,measure,Förädlingsvärde,Förädlingsvärde (Vattenförsörjning: avloppsrening samt avfallshantering och sanering (euro (Löpande priser))),Vattenförsörjning: avloppsrening samt avfallshantering och sanering ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_uppsam,measure,Förädlingsvärde,Förädlingsvärde (Uppsamling samt behandling och leverans av vatten (euro (Löpande priser))),Uppsamling samt behandling och leverans av vatten ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_avlopp,measure,Förädlingsvärde,Förädlingsvärde (Avloppsrening samt avfallshantering och sanering (euro (Löpande priser))),Avloppsrening samt avfallshantering och sanering ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_bygg,measure,Förädlingsvärde,Förädlingsvärde (Bygg- och anläggningsverksamhet (euro (Löpande priser))),Bygg- och anläggningsverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_parti_transp,measure,Förädlingsvärde,Förädlingsvärde (Parti- och detaljhandel: transport: hotell- och restaurangverksamhet (euro (Löpande priser))),Parti- och detaljhandel: transport: hotell- och restaurangverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_parti_rep,measure,Förädlingsvärde,Förädlingsvärde (Parti- och detaljhandel: reparation av motorfordon och motorcyklar (euro (Löpande priser))),Parti- och detaljhandel: reparation av motorfordon och motorcyklar ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_parti_repara,measure,Förädlingsvärde,Förädlingsvärde (Parti- och detaljhandel samt reparation av motorfordon och motorcyklar (euro (Löpande priser))),Parti- och detaljhandel samt reparation av motorfordon och motorcyklar ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_parti_ej_motor,measure,Förädlingsvärde,Förädlingsvärde (Parti- och provisionshandel utom med motorfordon och motorcyklar (euro (Löpande priser))),Parti- och provisionshandel utom med motorfordon och motorcyklar ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_hand_ej_motor,measure,Förädlingsvärde,Förädlingsvärde (Detaljhandel utom med motorfordon och motorcyklar (euro (Löpande priser))),Detaljhandel utom med motorfordon och motorcyklar ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_transp_lagr,measure,Förädlingsvärde,Förädlingsvärde (Transport och lagring (euro (Löpande priser))),Transport och lagring ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_land_transp,measure,Förädlingsvärde,Förädlingsvärde (Landtransport och transport via pipelines (euro (Löpande priser))),Landtransport och transport via pipelines ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_sjo_transp,measure,Förädlingsvärde,Förädlingsvärde (Sjöfart och sjötransport (euro (Löpande priser))),Sjöfart och sjötransport ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_lufttransp,measure,Förädlingsvärde,Förädlingsvärde (Lufttransport (euro (Löpande priser))),Lufttransport ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_magasin,measure,Förädlingsvärde,Förädlingsvärde (Magasinering och stödtjänster till transport (euro (Löpande priser))),Magasinering och stödtjänster till transport ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_post,measure,Förädlingsvärde,Förädlingsvärde (Post- och kurirverksamhet (euro (Löpande priser))),Post- och kurirverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_hotell,measure,Förädlingsvärde,Förädlingsvärde (Hotell- och restaurangverksamhet (euro (Löpande priser))),Hotell- och restaurangverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_info_komm,measure,Förädlingsvärde,Förädlingsvärde (Information och kommunikation (euro (Löpande priser))),Information och kommunikation ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_forlag_prod,measure,Förädlingsvärde,Förädlingsvärde (Förlagsverksamhet: produktion av film samt video och TV-program: ljudinspelning: programverksamhet och radio- och TV-sändningar (euro (Löpande priser))),Förlagsverksamhet: produktion av film samt video och TV-program: ljudinspelning: programverksamhet och radio- och TV-sändningar ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_forlag,measure,Förädlingsvärde,Förädlingsvärde (Förlagsverksamhet (euro (Löpande priser))),Förlagsverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_prod_film,measure,Förädlingsvärde,Förädlingsvärde (Produktion av film samt video och TV-program: programverksamhet och radio- och TV-sändningar (euro (Löpande priser))),Produktion av film samt video och TV-program: programverksamhet och radio- och TV-sändningar ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_telekom,measure,Förädlingsvärde,Förädlingsvärde (Telekommunikation (euro (Löpande priser))),Telekommunikation ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_dataprog,measure,Förädlingsvärde,Förädlingsvärde (Dataprogrammering samt datakonsultverksamhet och informationsförmedling (euro (Löpande priser))),Dataprogrammering samt datakonsultverksamhet och informationsförmedling ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_finans,measure,Förädlingsvärde,Förädlingsvärde (Finansiell verksamhet och försäkringsverksamhet (euro (Löpande priser))),Finansiell verksamhet och försäkringsverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_finans_ej_forsakring,measure,Förädlingsvärde,Förädlingsvärde (Finansiella tjänster utom försäkring och pensionsfondsverksamhet (euro (Löpande priser))),Finansiella tjänster utom försäkring och pensionsfondsverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_forsakring,measure,Förädlingsvärde,Förädlingsvärde (Försäkrings- återförsäkrings- och pensionsfondsverksamhet (utom obligatorisk socialförsäkring) (euro (Löpande priser))),Försäkrings- återförsäkrings- och pensionsfondsverksamhet  (utom obligatorisk socialförsäkring),Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_finans_stod,measure,Förädlingsvärde,Förädlingsvärde (Stödtjänster till finansiella tjänster och försäkringsverksamhet (euro (Löpande priser))),Stödtjänster till finansiella tjänster och försäkringsverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_fastighet,measure,Förädlingsvärde,Förädlingsvärde (Fastighetsverksamhet (euro (Löpande priser))),Fastighetsverksamhet ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_hyror,measure,Förädlingsvärde,Förädlingsvärde (Tillräknade hyror för ägarbebodda bostäder (euro (Löpande priser))),Tillräknade hyror för ägarbebodda bostäder ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_jur_veten_admin,measure,Förädlingsvärde,Förädlingsvärde (Tjänster inom juridik och ekonomi samt vetenskap och teknik: administrativa tjänster och stödtjänster (euro (Löpande priser))),Tjänster inom juridik och ekonomi samt vetenskap och teknik: administrativa tjänster och stödtjänster ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
foradl_lop_jur_veten,measure,Förädlingsvärde,Förädlingsvärde (Verksamhet inom juridik: ekonomi samt vetenskap och teknik (euro (Löpande priser))),Verksamhet inom juridik: ekonomi samt vetenskap och teknik ,Förädlingsvärdet är produktions­värde minus sektorns/branschens insats­för­brukning. Källa: Eurostat,valuta_euro,euro,,https://ec.europa.eu/eurostat/databrowser/view/nama_10_a64__custom_16935464/default/table?lang=en
